,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long
269,2014-08-21,1295000,2,2,2910,19449,2,Yes,Excellent,Very Good,9,1985,98177,47.7729,-122.393
270,2015-05-08,1295000,5,4,3490,15246,1,No,Fair,Good,10,1968,98040,47.5479,-122.212
271,2014-11-05,1295000,3,3,3340,12690,1,No,No View,Average,10,1956,98105,47.6665,-122.27
272,2015-04-21,1295000,5,4,4440,9270,1,No,No View,Very Good,10,1968,98040,47.5708,-122.212
273,2014-12-09,1295000,5,4,3700,8504,2,No,No View,Average,8,1950,98105,47.669,-122.275
274,2015-03-24,1295000,3,3,3450,5350,2,No,Good,Good,9,1925,98199,47.6389,-122.407
275,2015-03-31,1295000,4,2,3070,4000,2,No,No View,Good,8,1940,98105,47.659,-122.281
276,2015-03-17,1290000,5,4,4090,290980,1,No,No View,Average,11,2002,98034,47.7161,-122.219
277,2015-04-16,1290000,4,2,3430,7200,2,No,No View,Average,9,2014,98033,47.6842,-122.196
278,2015-02-02,1289990,5,4,4360,8030,2,No,No View,Average,10,2015,98075,47.5923,-121.973
279,2014-06-23,1289000,3,2,2190,11394,1,No,No View,Average,8,1956,98199,47.6685,-122.409
280,2014-09-10,1289000,5,4,3210,4060,2,No,Average,Average,10,1917,98117,47.6801,-122.357
281,2015-01-02,1289000,4,4,3100,2261,2,No,Average,Average,9,1981,98033,47.6512,-122.202
282,2014-08-15,1288000,4,4,3700,13175,2,No,No View,Good,11,1989,98006,47.5471,-122.133
283,2015-01-21,1288000,3,2,3240,12625,2,No,No View,Average,11,1987,98040,47.5327,-122.232
284,2015-03-20,1288000,5,4,4050,11358,2,No,No View,Good,10,1980,98040,47.56,-122.225
285,2014-07-30,1285000,4,4,4080,14450,2,No,Average,Average,12,1998,98006,47.5519,-122.106
286,2014-05-28,1285000,4,2,3240,10800,1,No,No View,Average,10,1946,98105,47.6709,-122.262
287,2015-01-30,1285000,3,2,2440,9200,1,No,Fair,Good,8,1950,98105,47.6629,-122.269
288,2015-03-26,1285000,5,4,2980,5100,2,No,No View,Average,10,2015,98115,47.6782,-122.299
289,2014-10-16,1285000,4,4,3440,3800,3,No,No View,Average,9,2014,98112,47.6408,-122.307
290,2015-02-13,1284000,5,4,5040,9466,2,No,No View,Average,11,2004,98059,47.5282,-122.133
291,2014-10-20,1280600,4,2,3560,15450,1,No,Fair,Very Good,8,1977,98040,47.5657,-122.23
292,2014-06-25,1280000,4,4,4660,17398,2,No,Average,Average,11,2003,98006,47.5422,-122.112
293,2015-02-10,1280000,5,2,3400,9500,2,No,Fair,Good,8,1977,98027,47.5645,-122.082
294,2014-12-15,1280000,4,4,4340,5500,2,No,No View,Average,10,2008,98199,47.6427,-122.397
295,2014-07-06,1280000,4,2,3160,4620,2,No,Excellent,Average,9,1917,98116,47.5875,-122.382
296,2014-09-25,1280000,4,3,3260,4500,2,No,No View,Average,9,1930,98109,47.6314,-122.353
297,2015-04-03,1280000,4,3,3080,4120,2,No,No View,Average,9,2014,98117,47.6845,-122.359
298,2014-06-06,1280000,4,4,3010,3600,2,No,No View,Average,9,1999,98112,47.6341,-122.284
299,2014-07-30,1278000,4,4,4390,17832,1,No,No View,Good,11,1994,98059,47.5283,-122.143
300,2014-07-07,1275000,3,2,3870,46609,2,No,Good,Average,9,1997,98008,47.5966,-122.112
301,2014-08-28,1275000,6,5,6160,27490,2,No,No View,Average,11,2007,98074,47.6094,-122.023
302,2014-12-09,1275000,4,2,2720,16454,1,No,Fair,Very Good,9,1963,98040,47.5489,-122.216
303,2014-12-17,1275000,4,4,5844,10766,2,No,Fair,Average,11,2007,98023,47.3293,-122.364
304,2014-10-03,1275000,4,2,3720,8448,1,No,Good,Good,9,1947,98199,47.6425,-122.406
305,2014-11-06,1275000,4,4,3530,8126,2,No,No View,Average,10,2007,98033,47.6847,-122.2
306,2014-05-20,1275000,4,2,2850,7861,1,No,Excellent,Good,10,1970,98117,47.6995,-122.397
307,2014-07-31,1274950,4,3,3820,8850,2,No,No View,Average,10,2014,98033,47.6506,-122.195
308,2015-04-02,1272500,4,2,2040,5000,2,No,No View,Good,9,1921,98102,47.6279,-122.315
309,2014-09-29,1272000,4,3,3200,13729,2,No,No View,Average,11,1984,98005,47.6402,-122.171
310,2014-12-23,1272000,4,3,3020,4000,2,No,No View,Very Good,8,1927,98112,47.6395,-122.279
311,2014-06-04,1270000,5,2,3200,17204,1,No,No View,Average,7,1952,98004,47.6209,-122.222
312,2014-12-04,1270000,5,3,3950,9520,1,No,No View,Average,9,1953,98004,47.6363,-122.207
313,2014-05-16,1270000,4,3,5520,8313,2,No,Good,Average,9,2008,98006,47.5655,-122.129
314,2015-05-04,1268890,5,3,4410,35192,2,No,Average,Average,12,1990,98072,47.7522,-122.13
315,2015-05-07,1267500,4,4,4640,13404,2,No,No View,Average,10,2007,98059,47.531,-122.134
316,2014-09-15,1266520,3,2,3060,9576,2,No,No View,Average,10,2005,98004,47.5928,-122.199
317,2014-12-02,1265000,4,2,2870,6000,1,No,No View,Very Good,8,1951,98112,47.6362,-122.282
318,2015-02-23,1265000,3,2,2240,5657,2,No,Average,Good,8,1941,98105,47.6621,-122.27
319,2014-09-11,1265000,4,3,3640,3604,2,No,Average,Very Good,9,1913,98122,47.6145,-122.284
320,2015-04-22,1265000,4,3,3130,2646,2,No,No View,Very Good,9,1906,98102,47.6272,-122.316
321,2014-05-12,1264000,4,4,3490,9170,2,No,No View,Average,9,2012,98004,47.5991,-122.2
322,2014-07-17,1262000,2,3,2210,3917,2,No,No View,Average,10,2008,98122,47.6166,-122.291
323,2014-07-14,1260500,4,2,3730,16950,2,No,No View,Average,10,1990,98040,47.5678,-122.228
324,2014-09-25,1260000,3,2,3110,9930,1,No,Fair,Average,8,1954,98039,47.6112,-122.226
325,2014-07-31,1260000,4,2,2880,9003,2,No,No View,Average,10,2008,98033,47.6844,-122.199
326,2014-11-10,1260000,3,3,3230,8625,2,No,Good,Average,10,1998,98116,47.562,-122.404
327,2015-03-30,1260000,2,2,2700,7225,2,No,Excellent,Average,8,1910,98116,47.5892,-122.383
328,2014-09-29,1260000,4,2,2970,5400,2,No,No View,Good,9,1900,98112,47.6235,-122.309
329,2014-10-10,1260000,3,4,3220,3960,2,No,Excellent,Average,10,1991,98116,47.5909,-122.384
330,2014-10-01,1258000,4,3,4360,6000,2,No,Good,Average,11,2007,98027,47.5408,-121.994
331,2014-05-30,1256500,4,2,3150,13700,2,No,No View,Good,9,1966,98040,47.5309,-122.224
332,2014-12-30,1255780,5,4,4180,12042,2,No,No View,Average,10,2014,98075,47.5959,-122.014
333,2015-04-09,1255000,4,2,3510,13100,2,No,No View,Good,10,1966,98040,47.5306,-122.227
334,2014-05-15,1255000,4,2,3200,7535,2,No,No View,Average,9,2006,98105,47.666,-122.276
335,2015-04-27,1250000,4,3,3310,217800,2,No,No View,Average,9,1989,98053,47.6616,-121.999
336,2014-08-27,1250000,4,4,3830,41263,2,No,No View,Good,11,1990,98077,47.7237,-122.042
337,2014-08-06,1250000,5,5,5000,32909,2,No,No View,Average,10,2000,98075,47.6012,-122.022
338,2014-10-22,1250000,5,3,2960,28300,1,No,Good,Good,9,1959,98177,47.7606,-122.37
339,2014-05-08,1250000,4,3,3820,24166,2,No,Fair,Good,11,1990,98040,47.5263,-122.227
340,2014-06-10,1250000,4,2,3700,21755,1,No,Excellent,Average,11,1988,98006,47.5662,-122.108
341,2014-12-12,1250000,4,2,2960,20240,2,No,Excellent,Good,10,1985,98146,47.5075,-122.389
342,2014-11-10,1250000,3,2,3670,18505,1,No,Excellent,Average,10,1983,98177,47.7588,-122.376
343,2014-06-24,1250000,4,2,3220,15600,1,No,No View,Very Good,9,1973,98006,47.5697,-122.182
344,2015-03-10,1250000,4,2,3300,15375,2,No,Good,Average,8,1933,98040,47.526,-122.225
345,2014-12-04,1250000,5,3,3710,13874,2,No,Good,Good,9,1977,98006,47.5686,-122.154
346,2014-06-02,1250000,5,3,3160,13238,2,No,No View,Very Good,8,1972,98040,47.5373,-122.224
347,2015-01-26,1250000,3,2,2710,13120,1,No,No View,Average,10,1959,98105,47.6718,-122.256
348,2014-11-25,1250000,4,4,4980,13000,2,No,Good,Average,9,1982,98052,47.6406,-122.101
349,2015-03-30,1250000,5,3,3930,12719,2,No,Average,Good,10,1974,98040,47.5631,-122.213
350,2014-12-17,1250000,4,3,4120,12500,1,No,Excellent,Good,8,1947,98116,47.5914,-122.385
351,2015-03-26,1250000,4,2,4040,11350,2,No,Average,Good,10,1984,98006,47.559,-122.162
352,2014-09-24,1250000,4,3,3160,10043,2,No,Average,Average,9,2011,98034,47.7001,-122.238
353,2014-07-22,1250000,4,4,4520,9240,2,No,Average,Average,10,1992,98040,47.5897,-122.229
354,2014-06-26,1250000,3,3,3760,8500,2,No,Good,Good,10,1910,98116,47.5815,-122.398
355,2015-03-19,1250000,4,2,1830,7200,2,No,Average,Average,8,1923,98112,47.6315,-122.282
356,2014-07-09,1250000,4,2,2920,5500,1,No,Good,Average,10,1957,98199,47.6406,-122.412
357,2014-07-10,1250000,3,3,3460,5353,2,No,No View,Average,10,2007,98116,47.5858,-122.393
358,2014-08-02,1250000,4,3,3160,5000,2,No,No View,Very Good,9,1965,98105,47.6597,-122.274
359,2014-12-15,1250000,3,2,2070,4944,2,No,No View,Average,9,1930,98112,47.6256,-122.284
360,2014-10-28,1250000,3,3,2780,4815,3,No,Average,Average,10,1974,98105,47.6569,-122.286
361,2015-05-01,1250000,5,4,3510,4798,2,No,No View,Average,10,2008,98105,47.669,-122.282
362,2015-04-14,1249000,5,3,3950,44431,1,No,No View,Average,10,1969,98005,47.6451,-122.173
363,2015-04-14,1249000,4,4,3190,6000,2,No,Good,Good,9,1912,98144,47.5846,-122.29
364,2014-10-08,1248000,2,2,2310,3313,2,No,No View,Average,9,2006,98119,47.6318,-122.365
365,2015-04-14,1247000,1,1,1810,5070,2,Yes,Excellent,Good,8,1967,98075,47.5814,-122.081
366,2014-09-04,1245000,6,3,3750,14150,2,No,Average,Very Good,9,1936,98117,47.6999,-122.393
367,2014-09-26,1245000,3,3,4610,8400,2,No,Average,Average,8,1947,98144,47.5854,-122.292
368,2014-12-15,1245000,5,2,3370,8113,2,No,No View,Average,9,2005,98004,47.5812,-122.196
369,2015-03-19,1242500,4,3,2680,8500,1,No,Excellent,Good,9,1962,98006,47.5634,-122.156
370,2014-11-07,1242000,4,4,4700,10183,1,No,Average,Average,11,2002,98033,47.6728,-122.189
371,2014-08-04,1240420,5,3,5790,13726,2,No,Good,Average,10,2014,98006,47.5388,-122.114
372,2014-06-12,1240000,5,4,4410,14380,2,No,No View,Average,11,2006,98052,47.6463,-122.121
373,2014-06-20,1240000,7,6,6630,13782,2,No,No View,Average,10,2004,98006,47.5399,-122.118
374,2014-06-19,1240000,4,4,3820,13224,2,No,No View,Average,10,1990,98004,47.6005,-122.199
375,2014-07-09,1240000,5,4,5430,10327,2,No,Average,Average,10,2007,98006,47.5476,-122.116
376,2014-06-10,1240000,5,3,2830,7500,2,No,No View,Average,9,1923,98105,47.6579,-122.277
377,2014-09-08,1240000,4,3,3330,6990,2,No,Good,Very Good,9,1928,98144,47.5886,-122.287
378,2015-04-15,1240000,4,3,3010,6139,2,No,Excellent,Very Good,8,1950,98115,47.6799,-122.268
379,2014-11-10,1240000,3,2,2660,1973,3,No,Good,Average,9,2007,98119,47.6264,-122.364
380,2014-07-25,1238000,4,4,4670,6000,2,No,Good,Average,11,2007,98027,47.5414,-121.994
381,2015-04-30,1237500,4,3,5180,49936,2,No,No View,Good,10,1991,98053,47.6676,-122.069
382,2014-12-08,1237500,4,4,5120,41327,2,No,No View,Average,10,2008,98053,47.7009,-122.059
383,2015-03-26,1236300,5,4,3180,4628,2,No,No View,Average,10,2001,98199,47.6423,-122.394
384,2015-04-27,1236000,3,2,1670,3852,2,No,Good,Good,8,1928,98119,47.6411,-122.371
385,2014-06-20,1234580,5,3,3240,6551,2,No,Excellent,Good,9,1939,98115,47.6792,-122.273
386,2015-04-22,1234570,2,2,2470,609,3,No,No View,Average,11,2011,98112,47.6182,-122.312
387,2015-03-06,1234000,4,3,2660,4600,2,No,No View,Average,8,1906,98112,47.6258,-122.305
388,2014-06-30,1230000,3,2,2200,14630,2,No,Fair,Average,8,1948,98004,47.6074,-122.213
389,2014-06-10,1230000,4,2,3040,7000,2,No,No View,Average,9,2001,98040,47.5934,-122.244
390,2014-09-23,1230000,5,4,4390,6656,2,No,No View,Average,9,2008,98199,47.648,-122.397
391,2015-03-26,1230000,3,2,2660,1967,3,No,Good,Average,9,2007,98119,47.6264,-122.363
392,2014-06-25,1229000,4,4,3770,37034,2,No,No View,Average,10,1989,98007,47.6463,-122.151
393,2014-06-12,1228000,4,2,5730,44947,2,No,Excellent,Average,11,1991,98074,47.6052,-122.064
394,2014-12-05,1227500,4,2,3180,10319,2,No,No View,Good,11,1986,98040,47.5372,-122.232
395,2014-05-12,1225000,4,4,5420,101930,1,No,No View,Average,11,2001,98053,47.6561,-122.005
396,2014-07-31,1225000,4,3,3410,95396,2,No,No View,Good,10,1962,98005,47.6547,-122.158
397,2014-08-01,1225000,3,2,3420,79279,2,No,No View,Average,11,1990,98052,47.7225,-122.126
398,2014-10-28,1225000,4,2,3120,49456,2,Yes,Excellent,Good,9,1974,98198,47.3535,-122.323
399,2014-05-12,1225000,4,2,3070,16028,1,No,Good,Average,9,1976,98040,47.5271,-122.228
400,2014-06-09,1225000,4,2,2740,16007,2,No,No View,Average,9,1984,98039,47.6353,-122.229
401,2014-12-31,1225000,4,2,2600,11542,2,No,No View,Good,9,1939,98177,47.7076,-122.377
402,2014-07-16,1225000,3,4,3680,11491,2,No,Average,Average,11,1999,98007,47.5647,-122.128
403,2015-01-12,1225000,3,2,2980,7700,1,No,No View,Average,9,1964,98112,47.6336,-122.29
404,2014-05-06,1225000,4,2,3490,6906,2,No,No View,Good,10,1928,98199,47.6424,-122.407
405,2014-08-07,1225000,4,2,2020,5800,1,No,Good,Good,9,1941,98199,47.6471,-122.412
406,2014-11-25,1225000,5,2,3440,5000,2,No,Average,Very Good,9,1901,98122,47.6127,-122.286
407,2014-10-07,1225000,3,2,2860,4500,2,No,Average,Average,8,1915,98119,47.6463,-122.371
408,2014-09-10,1225000,5,4,3732,4426,2,No,No View,Average,10,2001,98112,47.6189,-122.288
409,2015-03-20,1225000,6,2,2930,4320,2,No,No View,Average,9,1913,98112,47.6295,-122.306
410,2014-05-14,1222500,4,4,4910,9444,2,No,No View,Average,11,2007,98074,47.6502,-122.066
411,2014-08-05,1220000,4,2,3200,15367,2,No,No View,Good,9,1962,98040,47.5494,-122.216
412,2014-09-26,1220000,4,2,3090,8125,2,No,No View,Very Good,8,1918,98117,47.6851,-122.395
413,2014-10-30,1220000,3,2,2640,7544,1,No,No View,Average,10,1995,98004,47.6224,-122.195
414,2015-05-05,1220000,3,3,3960,6132,2,No,Good,Average,10,1933,98199,47.6396,-122.409
415,2015-04-17,1220000,3,3,3030,5600,2,No,Average,Average,9,1905,98144,47.5978,-122.292
416,2014-06-23,1220000,4,4,3520,3944,2,No,No View,Very Good,8,1913,98109,47.6424,-122.348
417,2014-05-21,1220000,4,2,3240,3600,2,No,No View,Average,9,2008,98109,47.6405,-122.356
418,2014-08-13,1218000,4,3,3670,15400,2,No,Good,Good,10,1986,98006,47.5581,-122.156
419,2015-03-16,1218000,4,3,3470,4750,2,No,Average,Average,9,2014,98116,47.5917,-122.386
420,2014-05-19,1216000,4,2,3190,8684,1,No,Good,Very Good,9,1967,98006,47.5619,-122.162
421,2014-06-24,1215000,4,4,3820,53574,1,No,No View,Average,10,1994,98072,47.7337,-122.121
422,2014-07-14,1215000,3,3,4560,16339,2,No,Average,Average,10,2001,98034,47.7024,-122.243
423,2015-04-25,1215000,4,2,2570,9600,2,No,No View,Good,9,1962,98040,47.5791,-122.241
424,2014-05-20,1212500,4,4,4560,16643,1,No,Good,Average,12,1995,98006,47.5521,-122.115
425,2015-04-24,1211000,4,2,3430,35120,2,No,No View,Average,10,1984,98033,47.6484,-122.182
426,2014-09-11,1210000,3,4,5400,24740,2,No,No View,Average,11,1997,98053,47.6426,-121.955
427,2015-04-22,1210000,4,4,4980,18069,2,No,Good,Average,11,2006,98065,47.5348,-121.856
428,2015-04-10,1210000,3,2,1900,13600,1,No,No View,Good,8,1956,98004,47.6163,-122.219
429,2014-10-13,1210000,4,3,3330,9000,2,No,No View,Average,9,2004,98033,47.6836,-122.208
430,2014-05-28,1210000,4,3,3650,6982,2,No,Average,Good,9,1951,98115,47.6756,-122.275
431,2014-12-01,1210000,4,2,3270,6000,2,No,No View,Very Good,8,1909,98122,47.6101,-122.286
432,2014-09-03,1209000,4,3,4330,26162,2,No,No View,Average,11,1997,98074,47.6009,-122.011
433,2015-04-28,1208000,4,4,3250,10949,2,No,No View,Good,9,1930,98004,47.639,-122.219
434,2015-04-04,1208000,4,3,4250,10925,2,No,No View,Average,10,2003,98059,47.5297,-122.14
435,2015-03-13,1208000,3,2,1590,8520,2,No,No View,Good,8,1980,98004,47.6477,-122.216
436,2014-09-12,1206690,5,4,4150,12015,2,No,No View,Average,10,2014,98075,47.5816,-122.021
437,2015-04-02,1206500,3,3,3150,5520,2,No,No View,Good,8,1925,98112,47.6345,-122.302
438,2014-12-12,1205000,5,4,4420,13497,2,No,No View,Average,11,2000,98059,47.5262,-122.143
439,2014-08-19,1205000,5,4,3220,8000,2,No,No View,Average,9,2008,98033,47.6834,-122.2
440,2015-04-03,1205000,4,3,3330,7650,1,No,No View,Average,9,2008,98103,47.6889,-122.352
441,2014-07-08,1205000,4,4,3150,5500,2,No,No View,Average,9,2014,98105,47.6644,-122.293
442,2014-10-21,1205000,4,3,2470,5500,1,No,Good,Average,9,1960,98107,47.6586,-122.358
443,2014-09-15,1205000,4,4,3590,5335,2,No,Average,Average,9,2006,98115,47.6762,-122.267
444,2014-07-14,1202500,3,2,3430,28718,2,No,No View,Average,10,1984,98033,47.6477,-122.183
445,2015-05-05,1200690,5,3,3640,28531,2,No,No View,Average,10,1996,98006,47.5502,-122.13
446,2014-05-23,1200000,4,4,4740,172497,2,No,No View,Average,11,2003,98053,47.6779,-122.075
447,2015-04-23,1200000,4,4,3930,43560,2,No,No View,Average,10,2003,98072,47.7497,-122.121
448,2015-03-31,1200000,3,2,3660,22410,1,No,Good,Good,9,1947,98117,47.6972,-122.4
449,2014-08-28,1200000,4,3,3850,19842,2,No,Good,Average,11,1989,98074,47.6239,-122.065
450,2014-09-22,1200000,2,2,2160,17861,2,Yes,Excellent,Good,9,1956,98146,47.502,-122.385
451,2014-08-27,1200000,4,4,4560,16643,1,No,Good,Average,12,1995,98006,47.5521,-122.115
452,2014-10-30,1200000,3,2,3420,16622,1,No,Excellent,Average,10,1991,98006,47.5638,-122.105
453,2014-06-25,1200000,4,2,3990,13470,2,No,No View,Average,11,2006,98059,47.5305,-122.131
454,2014-12-30,1200000,3,2,2480,13310,1,No,No View,Fair- Badly worn,7,1955,98052,47.6759,-122.114
455,2014-10-21,1200000,4,2,3180,13118,2,No,No View,Good,11,1986,98040,47.5382,-122.23
456,2015-05-01,1200000,4,2,2320,13114,2,No,No View,Very Good,8,1967,98040,47.5762,-122.239
457,2015-04-27,1200000,4,2,4280,12796,2,No,No View,Average,11,1999,98006,47.5588,-122.124
458,2015-02-17,1200000,4,2,3350,11688,1,No,Average,Average,10,1995,98006,47.5507,-122.133
459,2014-08-22,1200000,3,4,4310,10842,2,No,Average,Average,10,1988,98177,47.7735,-122.386
460,2015-02-18,1200000,4,2,2860,10702,2,No,No View,Average,10,1982,98004,47.6451,-122.189
461,2014-08-07,1200000,5,3,4610,10576,2,No,Good,Average,11,2006,98027,47.5373,-122.07
462,2014-06-17,1200000,4,4,4170,9748,2,No,No View,Average,11,2004,98059,47.528,-122.132
463,2014-05-02,1200000,5,3,2910,9480,2,No,No View,Average,8,1939,98105,47.6552,-122.278
464,2015-04-08,1200000,4,3,2150,8119,2,No,No View,Average,8,1953,98039,47.6335,-122.236
465,2014-05-12,1200000,3,2,1560,8078,2,Yes,Excellent,Good,6,1928,98040,47.5779,-122.246
466,2014-10-08,1200000,5,4,3900,4400,2,No,No View,Average,9,2014,98107,47.6607,-122.362
467,2014-07-05,1200000,4,2,2700,4275,2,No,No View,Average,9,2004,98115,47.6725,-122.327
468,2015-04-08,1200000,4,2,2390,4200,2,No,No View,Average,9,1924,98102,47.6272,-122.318
469,2014-09-23,1200000,5,2,2860,4000,2,No,No View,Good,8,1910,98102,47.6225,-122.318
470,2014-06-30,1200000,4,2,2120,3360,2,No,No View,Average,9,1905,98112,47.6227,-122.31
471,2014-08-14,1200000,5,4,2710,2800,3,No,No View,Average,10,1974,98119,47.6346,-122.364
472,2015-04-24,1199500,4,2,3240,13044,2,No,No View,Good,9,1984,98040,47.5825,-122.242
473,2014-11-13,1199000,4,3,4110,8400,2,No,Fair,Average,9,1928,98125,47.717,-122.281
474,2014-07-01,1198000,4,4,3400,3850,2,No,No View,Average,10,2008,98112,47.6258,-122.302
475,2014-10-15,1197350,4,2,2770,7800,2,No,No View,Average,10,1999,98033,47.684,-122.205
476,2014-11-10,1197000,4,2,3940,4407,2,No,No View,Good,8,1921,98112,47.6374,-122.299
477,2014-09-10,1195000,5,3,5180,19606,1,No,No View,Average,11,1993,98006,47.555,-122.114
478,2014-07-03,1195000,5,3,3420,18129,2,No,No View,Average,9,1952,98040,47.5333,-122.217
479,2014-06-27,1195000,5,3,3650,13297,2,No,No View,Very Good,9,1969,98040,47.5497,-122.228
480,2015-03-16,1195000,3,2,3070,9645,2,No,No View,Average,10,1987,98006,47.5522,-122.144
481,2015-01-08,1195000,4,4,4050,9517,2,No,No View,Average,11,1990,98040,47.5769,-122.215
482,2014-07-08,1195000,4,4,3960,6654,2,No,No View,Average,10,2006,98199,47.6461,-122.389
483,2015-01-22,1195000,3,3,2350,1620,2,No,No View,Average,9,2001,98112,47.6308,-122.279
484,2015-02-11,1191000,5,2,2710,14989,1,No,No View,Average,8,1959,98004,47.6411,-122.207
485,2014-06-19,1190000,5,3,3330,19126,2,No,No View,Good,11,1977,98040,47.5485,-122.214
486,2015-05-12,1190000,3,2,2160,15788,1,No,No View,Average,8,1951,98004,47.6227,-122.207
487,2014-06-23,1190000,4,2,3160,13194,2,No,No View,Very Good,10,1965,98040,47.5472,-122.233
488,2014-11-12,1190000,4,2,3480,12164,2,No,No View,Good,11,1984,98005,47.6404,-122.171
489,2014-10-13,1190000,2,2,2080,8112,1,Yes,Excellent,Good,8,1939,98125,47.7134,-122.277
490,2014-05-19,1190000,4,3,2240,6000,2,No,No View,Good,8,1914,98109,47.6369,-122.35
491,2014-07-30,1190000,3,4,3380,3333,3,No,No View,Average,10,2008,98122,47.6162,-122.288
492,2015-05-01,1190000,3,2,2540,2700,2,No,No View,Good,8,1922,98119,47.637,-122.361
493,2014-11-07,1187500,4,4,4340,217800,2,No,No View,Average,11,2003,98053,47.6471,-122.013
494,2015-03-30,1187500,3,2,2860,10625,1,No,Excellent,Average,10,1976,98115,47.6915,-122.273
495,2014-09-24,1186040,3,2,2550,6117,2,No,No View,Average,9,1951,98122,47.6109,-122.285
496,2014-05-21,1185000,3,2,2760,40946,2,No,No View,Very Good,10,1978,98005,47.6501,-122.164
497,2014-12-01,1185000,4,3,3960,12895,2,No,No View,Average,11,2001,98059,47.5211,-122.151
498,2014-07-30,1185000,4,3,3020,8622,2,No,No View,Average,9,1976,98004,47.5866,-122.201
499,2015-03-14,1185000,7,4,3890,8342,2,No,Excellent,Average,9,1968,98117,47.7011,-122.392
500,2014-07-25,1185000,3,2,2390,7875,1,No,Fair,Average,10,1948,98105,47.6515,-122.278
501,2014-06-17,1185000,3,3,2500,5568,2,No,No View,Very Good,9,1905,98112,47.6258,-122.312
502,2014-10-01,1185000,3,2,2510,4600,2,No,Average,Average,10,2006,98034,47.7051,-122.223
503,2015-05-07,1185000,4,3,2850,3000,2,No,No View,Average,9,2003,98112,47.6406,-122.304
504,2014-06-12,1184000,4,2,3200,7500,2,No,Fair,Very Good,8,1948,98115,47.6826,-122.274
505,2014-05-22,1180500,3,2,1610,7200,1,No,No View,Average,8,1973,98112,47.6279,-122.287
